index	name	code	taxonomy	description	bin length	GC%	coverage	# contigs	# features	longest contig	RP Inventory (total: 55)	RP multiple	BSCG Inventory (total: 51)	BSCG multiple	ASCG Inventory (total: 38)	ASCG multiple	curation status	completion status
495	CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_OP11_44_11_curated	CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_44_1	Pacebacteria, Microgenomates, Bacteria	None	823568	43.52	1.0	64	899	39490	47	1	47	1	7	1	Manually curated genome	near complete
496	CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_OP11_44_54_curated	CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_44_1	Pacebacteria, Microgenomates, Bacteria	None	843855	44.04	1.0	23	927	99142	46	2	47	0	10	1	Manually curated genome	near complete
497	CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_OP11_45_6_curated	CG10_big_fil_rev_8_21_14_0_10_Pacebacteria_44_1	Pacebacteria, Microgenomates, Bacteria	None	865488	44.36	1.0	192	1091	29412	44	1	43	2	9	0	Manually curated genome	near complete
498	CG10_big_fil_rev_8_21_14_0_10_Zambryskibacteria_OD1_34_34_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_34_1	Parcubacteria, Bacteria	None	439848	33.97	1.0	45	522	38857	37	1	41	1	12	2	Manually curated genome	near complete
499	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_OD1_35_15_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_35_1	Parcubacteria, Bacteria	None	372992	34.94	1.0	55	423	19309	41	0	42	0	7	0	Manually curated genome	near complete
500	CG10_big_fil_rev_8_21_14_0_10_Campbellbacteria_OD1_35_52_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_35_1	Parcubacteria, Bacteria	None	532440	35.09	1.0	53	578	46017	48	2	45	0	7	2	Manually curated genome	near complete
501	CG10_big_fil_rev_8_21_14_0_10_Kuenenbacteria_OD1_36_11_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_36_1	Parcubacteria, Bacteria	None	687365	36.05	1.0	59	711	50272	44	2	47	2	10	0	Manually curated genome	near complete
502	CG10_big_fil_rev_8_21_14_0_10_Schleperbacteria_OD1_36_14_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_36_1	Parcubacteria, Bacteria	None	931733	35.71	1.0	65	1014	102892	49	2	49	1	11	1	Manually curated genome	near complete
503	CG10_big_fil_rev_8_21_14_0_10_Yanofskybacteria_OD1_36_16_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_36_1	Parcubacteria, Bacteria	None	876715	36.09	1.0	7	907	288264	47	1	46	0	9	0	Manually curated genome	near complete
504	CG10_big_fil_rev_8_21_14_0_10_Nealsonbacteria_OD1_36_24_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_36_1	Parcubacteria, Bacteria	None	560860	35.51	1.0	35	654	53740	47	0	48	0	11	1	Manually curated genome	near complete
505	CG10_big_fil_rev_8_21_14_0_10_Komeilibateria_OD1_36_65_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_36_1	Parcubacteria, Bacteria	None	934478	35.81	1.0	17	989	132891	48	1	48	1	11	1	Manually curated genome	near complete
506	CG10_big_fil_rev_8_21_14_0_10_Portnoybacteria_OD1_36_7_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_36_1	Parcubacteria, Bacteria	None	713067	35.78	1.0	81	845	34575	47	2	45	1	10	0	Manually curated genome	near complete
507	CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_37_14_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_37_1	Parcubacteria, Bacteria	None	910378	37.12	1.0	26	926	171360	43	1	44	1	8	0	Manually curated genome	near complete
508	CG10_big_fil_rev_8_21_14_0_10_Staskawiczbacteria_OD1_38_10_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_37_1	Parcubacteria, Bacteria	None	410365	37.12	1.0	44	457	27943	37	1	40	0	8	0	Manually curated genome	partial
509	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_OD1_38_31_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_38_1	Parcubacteria, Bacteria	None	584783	38.29	1.0	63	640	34968	41	2	43	0	9	0	Manually curated genome	near complete
510	CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_38_8_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_38_1	Parcubacteria, Bacteria	None	480584	37.76	1.0	29	585	51072	40	1	40	0	8	2	Manually curated genome	partial
511	CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_39_11_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_39_1	Parcubacteria, Bacteria	None	1102048	39.24	1.0	53	1224	99641	43	3	42	1	11	0	Manually curated genome	near complete
512	CG10_big_fil_rev_8_21_14_0_10_Tagabacteria_OD1_40_13_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_40_1	Parcubacteria, Bacteria	None	594564	39.9	1.0	43	712	75764	47	2	47	0	11	0	Manually curated genome	near complete
513	CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_40_38_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_40_1	Parcubacteria, Bacteria	None	759765	39.7	1.0	16	829	337083	41	3	45	1	11	1	Manually curated genome	near complete
514	CG10_big_fil_rev_8_21_14_0_10_Terrybacteria_OD1_41_10_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_41_1	Parcubacteria, Bacteria	None	492722	40.59	1.0	41	564	38102	39	1	38	2	9	0	Manually curated genome	partial
515	CG10_big_fil_rev_8_21_14_0_10_Komeilibateria_OD1_41_13_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_40_1	Parcubacteria, Bacteria	None	634953	40.33	1.0	134	749	19525	45	1	44	0	10	0	Manually curated genome	near complete
516	CG10_big_fil_rev_8_21_14_0_10_Colwellbacteria_OD1_41_28_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_41_1	Parcubacteria, Bacteria	None	388300	40.71	1.0	22	470	73793	41	0	42	0	11	0	Manually curated genome	near complete
517	CG10_big_fil_rev_8_21_14_0_10_Taylorbacteria_OD1_41_48_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_41_1	Parcubacteria, Bacteria	None	687861	40.91	1.0	15	789	207737	47	3	46	0	10	2	Manually curated genome	near complete
518	CG10_big_fil_rev_8_21_14_0_10_Zambryskibacteria_OD1_42_12_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_42_1	Parcubacteria, Bacteria	None	674785	41.75	1.0	26	748	272859	49	3	44	0	11	1	Manually curated genome	near complete
519	CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_42_17_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_42_1	Parcubacteria, Bacteria	None	879870	42.27	1.0	36	954	125995	45	2	47	0	11	0	Manually curated genome	near complete
520	CG10_big_fil_rev_8_21_14_0_10_Niyogibacteria_OD1_42_19_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_42_1	Parcubacteria, Bacteria	None	721119	41.84	1.0	42	758	59202	45	2	46	0	9	0	Manually curated genome	near complete
521	CG10_big_fil_rev_8_21_14_0_10_Colwellbacteria_OD1_42_22_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_42_1	Parcubacteria, Bacteria	None	550819	42.0	1.0	10	643	131144	47	0	46	1	11	0	Manually curated genome	near complete
522	CG10_big_fil_rev_8_21_14_0_10_Buchananbacteria_OD1_42_9_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_42_1	Parcubacteria, Bacteria	None	1091054	41.51	1.0	51	1180	67193	44	2	48	0	12	0	Manually curated genome	near complete
524	CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_43_70_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_43_1	Parcubacteria, Bacteria	None	328548	42.81	1.0	44	413	26602	40	1	40	2	8	1	Manually curated genome	partial
525	CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_44_10_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_43_1	Parcubacteria, Bacteria	None	626505	43.43	1.0	40	732	50996	40	2	40	1	9	1	Manually curated genome	partial
526	CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_44_23_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_44_1	Parcubacteria, Bacteria	None	527897	44.0	1.0	35	618	60199	45	1	46	0	9	0	Manually curated genome	near complete
527	CG10_big_fil_rev_8_21_14_0_10_Portnoybacteria_OD1_44_7_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_44_1	Parcubacteria, Bacteria	None	512028	44.12	1.0	56	575	21358	43	2	41	0	8	0	Manually curated genome	near complete
528	CG10_big_fil_rev_8_21_14_0_10_Vogelbacteria_OD1_45_14_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_45_1	Parcubacteria, Bacteria	None	870197	45.16	1.0	49	954	88914	45	3	45	0	10	0	Manually curated genome	near complete
529	CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_45_20_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_45_1	Parcubacteria, Bacteria	None	608577	44.68	1.0	22	694	104137	49	3	47	0	9	0	Manually curated genome	near complete
530	CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_45_28_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_45_1	Parcubacteria, Bacteria	None	757218	44.8	1.0	65	869	39065	44	3	46	0	13	1	Manually curated genome	near complete
531	CG10_big_fil_rev_8_21_14_0_10_Yanofskybacteria_OD1_46_23_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_46_1	Parcubacteria, Bacteria	None	571246	45.81	1.0	13	651	134561	44	0	47	0	11	0	Manually curated genome	near complete
532	CG10_big_fil_rev_8_21_14_0_10_Niyogibacteria_OD1_46_36_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_46_1	Parcubacteria, Bacteria	None	826912	45.76	1.0	11	915	204457	44	2	45	0	11	0	Manually curated genome	near complete
533	CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_47_16_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_47_1	Parcubacteria, Bacteria	None	680655	47.08	1.0	6	746	404887	46	2	45	1	11	1	Manually curated genome	near complete
534	CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_OD1_48_11_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_48_1	Parcubacteria, Bacteria	None	891313	47.79	1.0	16	976	149007	48	1	49	0	10	0	Manually curated genome	near complete
535	CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_49_15_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_49_1	Parcubacteria, Bacteria	None	884161	49.09	1.0	34	1002	142911	44	2	46	1	12	3	Manually curated genome	near complete
536	CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_49_17_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_49_1	Parcubacteria, Bacteria	None	643379	49.05	1.0	20	754	106774	47	2	46	0	9	1	Manually curated genome	near complete
537	CG10_big_fil_rev_8_21_14_0_10_Vogelbacteria_OD1_49_38_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_49_1	Parcubacteria, Bacteria	None	673341	49.15	1.0	30	753	88066	48	3	45	0	11	1	Manually curated genome	near complete
538	CG10_big_fil_rev_8_21_14_0_10_Vogelbacteria_OD1_51_16_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_51_1	Parcubacteria, Bacteria	None	958572	51.31	1.0	30	1048	108290	47	3	45	1	10	0	Manually curated genome	near complete
539	CG10_big_fil_rev_8_21_14_0_10_Andersenbacteria_OD1_54_11_curated	CG10_big_fil_rev_8_21_14_0_10_Parcubacteria_54_1	Parcubacteria, Bacteria	None	925465	54.09	1.0	49	978	58170	44	1	48	0	12	0	Manually curated genome	near complete
541	CG10_big_fil_rev_8_21_14_0_10_Peregrinibacteria_36_19_curated	CG10_big_fil_rev_8_21_14_0_10_Peregrinibacteria_36_1	Peregrinibacteria, Bacteria	None	1074598	35.79	1.0	15	1080	394946	47	2	49	3	11	0	Manually curated genome	near complete
542	CG10_big_fil_rev_8_21_14_0_10_Peregrinibacteria_42_8_curated	CG10_big_fil_rev_8_21_14_0_10_PER_ii_42_1	PER-ii, Bacteria	None	1011331	42.29	1.0	60	1033	65970	45	1	47	2	9	0	Manually curated genome	near complete
544	CG10_big_fil_rev_8_21_14_0_10_Peregrinibacteria_55_24_curated	CG10_big_fil_rev_8_21_14_0_10_PER_ii_55_1	PER-ii, Bacteria	None	1294447	55.19	1.0	13	1293	428704	48	1	48	0	9	0	Manually curated genome	near complete
545	CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_44_15_curated	CG10_big_fil_rev_8_21_14_0_10_unknown_44_1	None	None	910076	44.34	1.0	61	961	56256	0	0	46	1	9	0	Manually curated genome	near complete
547	CG10_big_fil_rev_8_21_14_0_10_Buchananbacteria_OD1_33_19_curated	CG10_big_fil_rev_8_21_14_0_10_RIFCSPLOWO2_01_FULL_OD1_Falkowbacteria_39_33_curated_33_1	RIFCSPLOWO2_01_FULL_OD1_Falkowbacteria_39_33_curated, Falkowbacteria, Parcubacteria, Bacteria	None	945423	33.04	1.0	12	974	437890	49	1	49	1	12	1	Manually curated genome	near complete
548	CG10_big_fil_rev_8_21_14_0_10_Portnoybacteria_OD1_38_18_curated	CG10_big_fil_rev_8_21_14_0_10_RBG_13_RIF_OD1_08_37_53_curated_38_1	RBG_13_RIF_OD1_08_37_53_curated, RIF-OD1-8, Parcubacteria, Bacteria	None	374105	37.8	1.0	27	442	44431	40	2	41	1	8	1	Manually curated genome	near complete
549	CG10_big_fil_rev_8_21_14_0_10_Ryanbacteria_OD1_43_42_curated	CG10_big_fil_rev_8_21_14_0_10_RIF_OD1_12_43_1	RIF-OD1-12, Parcubacteria, Bacteria	None	904005	42.99	1.0	10	979	206928	46	2	48	0	12	0	Manually curated genome	near complete
550	CG10_big_fil_rev_8_21_14_0_10_Doudnabacteria_OD1_41_10_curated	CG10_big_fil_rev_8_21_14_0_10_Bacteria_41_1	Bacteria	None	1081311	41.45	1.0	70	1119	56765	46	2	46	1	11	0	Manually curated genome	near complete
551	CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_OD1_41_26_curated	CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_41_1	Uhrbacteria, Parcubacteria, Bacteria	None	847717	41.18	1.0	37	885	82727	49	2	49	0	12	1	Manually curated genome	near complete
552	CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_OD1_48_16_curated	CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_48_1	Uhrbacteria, Parcubacteria, Bacteria	None	987517	47.68	1.0	29	1023	164412	46	1	48	0	13	0	Manually curated genome	near complete
553	CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_OD1_50_16_curated	CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_50_1	Uhrbacteria, Parcubacteria, Bacteria	None	896491	49.5	1.0	10	935	314742	45	2	49	0	12	0	Manually curated genome	near complete
556	CG10_big_fil_rev_8_21_14_0_10_Wolfebacteria_OD1_31_9_curated	CG10_big_fil_rev_8_21_14_0_10_Wolfebacteria_31_1	Wolfebacteria, Parcubacteria, Bacteria	None	452361	31.01	1.0	43	522	36126	42	2	40	0	8	1	Manually curated genome	partial
557	CG10_big_fil_rev_8_21_14_0_10_WWE3_35_32_curated	CG10_big_fil_rev_8_21_14_0_10_WWE3_35_1	WWE3, Bacteria	None	772471	34.78	1.0	26	907	81243	40	1	47	0	8	0	Manually curated genome	near complete
559	CG10_big_fil_rev_8_21_14_0_10_Yanofskybacteria_OD1_37_15_curated	CG10_big_fil_rev_8_21_14_0_10_Yanofskybacteria_37_1	Yanofskybacteria, Parcubacteria, Bacteria	None	461688	37.22	1.0	32	509	113046	37	0	38	1	6	0	Manually curated genome	partial
565	CG11_big_fil_rev_8_21_14_0_20_novel_Parcubacteria_39_14_curated	CG11_big_fil_rev_8_21_14_0_20_Bacteria_38_1	Bacteria	None	978878	38.39	1.0	71	981	47869	44	0	46	0	10	0	Manually curated genome	near complete
567	CG11_big_fil_rev_8_21_14_0_20_Parcubacteria_OD1_41_14_curated	CG11_big_fil_rev_8_21_14_0_20_Bacteria_41_1	Bacteria	None	1018559	41.19	1.0	232	1192	25097	47	1	44	1	9	2	Manually curated genome	near complete
570	CG11_big_fil_rev_8_21_14_0_20_Peregrinibacteria_46_8_curated	CG11_big_fil_rev_8_21_14_0_20_Bacteria_46_1	Bacteria	None	1323634	45.86	1.0	70	1361	95294	47	5	47	2	13	0	Manually curated genome	near complete
571	CG11_big_fil_rev_8_21_14_0_20_Peregrinibacteria_49_14_curated	CG11_big_fil_rev_8_21_14_0_20_Bacteria_49_1	Bacteria	None	1436623	49.03	1.0	46	1424	188506	46	1	48	0	9	0	Manually curated genome	near complete
577	CG11_big_fil_rev_8_21_14_0_20_Berkelbacteria_40_23_curated	CG11_big_fil_rev_8_21_14_0_20_CG_Berkel_03_39_1	CG_Berkel_03, Berkelbacteria, Bacteria	None	658732	39.28	1.0	89	731	33962	46	0	44	0	9	0	Manually curated genome	near complete
584	CG11_big_fil_rev_8_21_14_0_20_Gottesmanbacteria_OP11_37_11_curated	CG11_big_fil_rev_8_21_14_0_20_CG_Gottesman_01_37_1	CG_Gottesman_01, Gottesmanbakteria, Microgenomates, Bacteria	None	1443784	37.13	1.0	158	1485	50055	44	1	48	1	11	1	Manually curated genome	near complete
599	CG11_big_fil_rev_8_21_14_0_20_Magasanikbacteria_OD1_39_34_curated	CG11_big_fil_rev_8_21_14_0_20_Magasanikbacteria_39_1	Magasanikbacteria, Parcubacteria, Bacteria	None	1178386	38.76	1.0	11	1149	384992	47	2	47	0	12	0	Manually curated genome	near complete
605	CG11_big_fil_rev_8_21_14_0_20_Liptonbacteria_OD1_35_14_curated	CG11_big_fil_rev_8_21_14_0_20_Parcubacteria_34_1	Parcubacteria, Bacteria	None	619417	34.35	1.0	51	717	36037	42	0	45	0	8	1	Manually curated genome	near complete
608	CG11_big_fil_rev_8_21_14_0_20_Falkowbacteria_OD1_39_10_curated	CG11_big_fil_rev_8_21_14_0_20_Parcubacteria_39_1	Parcubacteria, Bacteria	None	923575	39.12	1.0	76	951	34152	41	3	39	1	8	1	Manually curated genome	partial
609	CG11_big_fil_rev_8_21_14_0_20_novel_Parcubacteria_OD1_39_22_curated	CG11_big_fil_rev_8_21_14_0_20_Parcubacteria_39_1	Parcubacteria, Bacteria	None	885646	39.39	1.0	118	900	39767	39	3	42	1	9	1	Manually curated genome	near complete
611	CG11_big_fil_rev_8_21_14_0_20_Tagabacteria_OD1_41_11_curated	CG11_big_fil_rev_8_21_14_0_20_Parcubacteria_41_1	Parcubacteria, Bacteria	None	455944	40.58	1.0	33	521	42433	42	2	46	0	10	0	Manually curated genome	near complete
614	CG11_big_fil_rev_8_21_14_0_20_Taylorbacteria_OD1_46_11_curated	CG11_big_fil_rev_8_21_14_0_20_Parcubacteria_46_1	Parcubacteria, Bacteria	None	1244668	45.55	1.0	88	1337	76893	46	2	43	0	10	1	Manually curated genome	near complete
630	CG12_big_fil_rev_8_21_14_0_65_Moisslbacteria_OD1_36_11_curated	CG12_big_fil_rev_8_21_14_0_65_CG_Kuenen_03_36_1	CG_Kuenen_03, Kuenenbacteria, Parcubacteria, Bacteria	None	398478	36.06	1.0	37	464	34953	44	0	45	0	8	0	Manually curated genome	near complete
657	CG17_big_fil_post_rev_8_21_14_2_50_Gracilibacteria_48_13_curated	CG17_big_fil_post_rev_8_21_14_2_50_Bacteria_48_1	Bacteria	None	1276692	48.27	1.0	11	1161	356633	48	4	48	3	11	1	Manually curated genome	near complete
695	CG18_big_fil_WC_8_21_14_2_50_Wolfebacteria_OD1_39_7_curated	CG18_big_fil_WC_8_21_14_2_50_CG_Wolfe_01_38_1	CG_Wolfe_01, Wolfebacteria, Parcubacteria, Bacteria	None	464238	38.24	1.0	96	570	20797	40	0	45	0	8	0	Manually curated genome	near complete
696	CG18_big_fil_WC_8_21_14_2_50_Nealsonbacteria_OD1_37_10_curated	CG18_big_fil_WC_8_21_14_2_50_Bacteria_37_1	Bacteria	None	562317	36.71	1.0	201	736	12233	40	2	42	1	10	1	Manually curated genome	near complete
703	CG22_combo_CG10-13_8_21_14_all_WWE3_39_12_curated	CG22_combo_CG10-13_8_21_14_all_Bacteria_39_1	Bacteria	None	988027	39.18	1.0	92	1070	50483	45	2	46	1	11	1	Manually curated genome	near complete
706	CG22_combo_CG10-13_8_21_14_all_Beckwithbacteria_OP11_01_47_9_curated	CG22_combo_CG10-13_8_21_14_all_CG_Beckwith_01_46_1	CG_Beckwith_01, Beckwithbacteria, Microgenomates, Bacteria	None	866659	46.29	1.0	146	1135	35845	47	1	44	0	8	0	Manually curated genome	near complete
714	CG22_combo_CG10-13_8_21_14_all_Collierbacteria_OP11_43_12_curated	CG22_combo_CG10-13_8_21_14_all_Collierbacteria_43_1	Collierbacteria, Microgenomates, Bacteria	None	933898	42.79	1.0	147	1115	29687	46	1	46	0	12	1	Manually curated genome	near complete
717	CG22_combo_CG10-13_8_21_14_all_Roizmanbacteria_OP11_34_12_curated	CG22_combo_CG10-13_8_21_14_all_Microgenomates_33_1	Microgenomates, Bacteria	None	650359	33.48	1.0	85	793	25292	45	1	41	0	4	1	Manually curated genome	near complete
718	CG22_combo_CG10-13_8_21_14_all_Roizmanbacteria_OP11_35_9_curated	CG22_combo_CG10-13_8_21_14_all_Microgenomates_35_1	Microgenomates, Bacteria	None	908015	34.99	1.0	108	1057	44845	47	1	44	0	9	1	Manually curated genome	near complete
720	CG22_combo_CG10-13_8_21_14_all_Woesebacteria_OP11_39_10_curated	CG22_combo_CG10-13_8_21_14_all_Microgenomates_38_1	Microgenomates, Bacteria	None	586757	38.25	1.0	108	725	17811	38	1	40	2	6	1	Manually curated genome	partial
721	CG22_combo_CG10-13_8_21_14_all_Nomurabacteria_OD1_32_8_curated	CG22_combo_CG10-13_8_21_14_all_Nomurabacteria_32_1	Nomurabacteria, Parcubacteria, Bacteria	None	642245	31.64	1.0	61	707	44712	44	0	43	0	9	0	Manually curated genome	near complete
723	CG22_combo_CG10-13_8_21_14_all_Campbellbacteria_OD1_36_13_curated	CG22_combo_CG10-13_8_21_14_all_Parcubacteria_36_1	Parcubacteria, Bacteria	None	656729	35.94	1.0	47	728	37124	48	1	44	0	7	1	Manually curated genome	near complete
724	CG22_combo_CG10-13_8_21_14_all_Vogelbacteria_OD1_37_9_curated	CG22_combo_CG10-13_8_21_14_all_Parcubacteria_37_1	Parcubacteria, Bacteria	None	494618	37.26	1.0	38	523	30420	44	2	41	1	9	1	Manually curated genome	near complete
727	CG22_combo_CG10-13_8_21_14_all_Campbellbacteria_OD1_43_18_curated	CG22_combo_CG10-13_8_21_14_all_Parcubacteria_43_1	Parcubacteria, Bacteria	None	582026	43.38	1.0	45	633	38088	43	2	43	0	11	1	Manually curated genome	near complete
728	CG22_combo_CG10-13_8_21_14_all_Lloydbacteria_OD1_47_15_curated	CG22_combo_CG10-13_8_21_14_all_Parcubacteria_47_1	Parcubacteria, Bacteria	None	658133	46.62	1.0	34	725	75057	41	2	43	0	10	0	Manually curated genome	near complete
729	CG22_combo_CG10-13_8_21_14_all_Uhrbacteria_OD1_47_17_curated	CG22_combo_CG10-13_8_21_14_all_Parcubacteria_47_1	Parcubacteria, Bacteria	None	890978	47.32	1.0	81	992	67816	45	1	48	1	10	1	Manually curated genome	near complete
731	CG22_combo_CG10-13_8_21_14_all_Peregrinibacteria_49_11_curated	CG22_combo_CG10-13_8_21_14_all_RIFCSPHIGHO2_02_FULL_PER_ii_49_16_curated_49_1	RIFCSPHIGHO2_02_FULL_PER_ii_49_16_curated, PER-ii, Bacteria	None	889594	49.07	1.0	70	974	102060	46	1	45	0	10	0	Manually curated genome	near complete
732	CG22_combo_CG10-13_8_21_14_all_Woesebacteria_OP11_45_10_curated	CG22_combo_CG10-13_8_21_14_all_Woesebacteria_44_1	Woesebacteria, Microgenomates, Bacteria	None	308689	44.46	1.0	44	375	19402	37	1	41	0	4	0	Manually curated genome	near complete
733	CG23_combo_of_CG06-09_8_20_14_all_150_Portnoybacteria_OD1_37_13_curated	CG23_combo_of_CG06-09_8_20_14_all_150_Parcubacteria_37_1	Parcubacteria, Bacteria	None	555296	37.15	1.0	73	696	22158	41	1	38	3	9	2	Manually curated genome	partial
734	CG23_combo_of_CG06-09_8_20_14_all_150_Nealsonbacteria_OD1_37_18_curated	CG23_combo_of_CG06-09_8_20_14_all_150_Bacteria_37_1	Bacteria	None	488461	36.99	1.0	89	599	53870	42	0	41	0	9	0	Manually curated genome	near complete
736	CG23_combo_of_CG06-09_8_20_14_all_150_Nealsonbacteria_OD1_39_17_curated	CG23_combo_of_CG06-09_8_20_14_all_150_Bacteria_39_1	Bacteria	None	632764	38.9	1.0	43	710	45407	46	1	48	0	11	0	Manually curated genome	near complete
737	CG23_combo_of_CG06-09_8_20_14_all_150_Berkelbacteria_40_13_curated	CG23_combo_of_CG06-09_8_20_14_all_150_Bacteria_40_1	Bacteria	None	654411	39.79	1.0	46	699	52833	46	5	47	0	12	0	Manually curated genome	near complete
746	CG23_combo_of_CG06-09_8_20_14_all_150_WWE3_40_14_curated	CG23_combo_of_CG06-09_8_20_14_all_150_CG_CPR06_01_39_1	CG_CPR06_01, CG_CPR06, Bacteria	None	635565	39.33	1.0	40	681	52890	40	4	49	0	9	1	Manually curated genome	near complete
748	CG23_combo_of_CG06-09_8_20_14_all_150_Brennerbacteria_OD1_44_41_curated	CG23_combo_of_CG06-09_8_20_14_all_150_CG_CPR08_01_43_1	CG_CPR08_01, CG_CPR08, Bacteria	None	540813	43.4	1.0	53	604	32157	43	2	45	1	11	0	Manually curated genome	near complete
